Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Delay,Discount Binned,Discounted Revenue,Profit Margin,Order Month,Order Quarter,Order DayOfWeek,Order Year,Is Holiday Week
Standard Class,Corporate,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,57.69,3,0.0,23.6529,5,No Discount,57.69,0.41,June,2,Monday,2016,No
Standard Class,Home Office,Durham,North Carolina,27707,South,Office Supplies,Storage,61.568,2,0.2,4.6176,6,11-20%,49.2544,0.075,October,4,Friday,2014,No
Standard Class,Home Office,Dallas,Texas,75217,Central,Office Supplies,Binders,3.96,10,0.8,-6.93,7,41-100%,0.792,-1.75,October,4,Thursday,2015,No
First Class,Consumer,Durham,North Carolina,27707,South,Furniture,Furnishings,335.744,2,0.2,25.1808,3,11-20%,268.5952,0.075,November,4,Monday,2015,Yes
Standard Class,Consumer,Pasadena,California,91104,West,Technology,Phones,419.944,7,0.2,52.493,4,11-20%,335.9552,0.125,May,2,Sunday,2017,No
Standard Class,Consumer,Newport News,Virginia,23602,South,Office Supplies,Paper,9.11,1,0.0,4.0995,4,No Discount,9.11,0.45,May,2,Thursday,2017,No
Same Day,Home Office,Los Angeles,California,90049,West,Furniture,Furnishings,187.76,4,0.0,76.9816,0,No Discount,187.76,0.41,April,2,Tuesday,2014,No
First Class,Consumer,Roswell,Georgia,30076,South,Technology,Accessories,149.95,5,0.0,65.978,2,No Discount,149.95,0.44,January,1,Wednesday,2014,No
Standard Class,Consumer,Newark,Delaware,19711,East,Office Supplies,Paper,42.28,7,0.0,19.8716,6,No Discount,42.28,0.47,November,4,Friday,2015,No
Standard Class,Consumer,Austin,Texas,78745,Central,Technology,Phones,55.992,1,0.2,5.5992,4,11-20%,44.7936,0.1,September,3,Saturday,2017,No
Second Class,Corporate,Detroit,Michigan,48205,Central,Office Supplies,Art,16.4,5,0.0,4.756,3,No Discount,16.4,0.29,September,3,Sunday,2015,No
Standard Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Storage,344.91,3,0.0,10.3473,4,No Discount,344.91,0.03,August,3,Tuesday,2014,No
First Class,Home Office,New York City,New York,10024,East,Technology,Phones,347.97,3,0.0,100.9113,3,No Discount,347.97,0.29,August,3,Sunday,2017,No
First Class,Corporate,Los Angeles,California,90049,West,Furniture,Bookcases,616.998,6,0.15,-36.294,3,11-20%,524.4483,-0.058823529,October,4,Tuesday,2014,No
First Class,Consumer,Lafayette,Louisiana,70506,South,Office Supplies,Binders,3.89,1,0.0,1.8672,1,No Discount,3.89,0.48,May,2,Tuesday,2017,No
Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,447.696,2,0.2,33.5772,4,11-20%,358.1568,0.075,June,2,Monday,2016,No
Second Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Binders,8.26,2,0.0,3.8822,2,No Discount,8.26,0.47,November,4,Monday,2016,No
Standard Class,Consumer,San Francisco,California,94110,West,Technology,Accessories,67.8,4,0.0,4.068,6,No Discount,67.8,0.06,May,2,Friday,2014,No
Standard Class,Home Office,Helena,Montana,59601,West,Technology,Phones,339.96,5,0.2,42.495,4,11-20%,271.968,0.125,November,4,Friday,2015,No
Same Day,Home Office,Smyrna,Georgia,30080,South,Technology,Phones,484.83,3,0.0,126.0558,0,No Discount,484.83,0.26,February,1,Friday,2016,No
First Class,Consumer,Los Angeles,California,90049,West,Office Supplies,Paper,12.96,2,0.0,6.2208,3,No Discount,12.96,0.48,July,3,Sunday,2016,No
First Class,Consumer,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,31.984,2,0.2,1.999,2,11-20%,25.5872,0.0625,September,3,Friday,2014,No
Standard Class,Corporate,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,9.912,3,0.2,3.2214,5,11-20%,7.9296,0.325,October,4,Tuesday,2017,No
Standard Class,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Art,27.36,9,0.0,9.3024,6,No Discount,27.36,0.34,December,4,Thursday,2015,No
Second Class,Home Office,Aurora,Illinois,60505,Central,Furniture,Furnishings,242.176,4,0.6,-302.72,5,41-100%,96.8704,-1.25,November,4,Tuesday,2016,No
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,78.256,2,0.2,-17.6076,6,11-20%,62.6048,-0.225,June,2,Thursday,2015,No
Same Day,Corporate,New York City,New York,10024,East,Technology,Phones,549.98,2,0.0,142.9948,0,No Discount,549.98,0.26,November,4,Sunday,2015,No
Second Class,Home Office,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5,0.0,14.651,5,No Discount,29.9,0.49,December,4,Saturday,2015,No
Standard Class,Consumer,Denver,Colorado,80219,West,Technology,Phones,1983.968,4,0.2,247.996,6,11-20%,1587.1744,0.125,November,4,Saturday,2014,No
Second Class,Consumer,Los Angeles,California,90008,West,Office Supplies,Paper,37.94,2,0.0,18.2112,3,No Discount,37.94,0.48,November,4,Sunday,2015,No
Standard Class,Corporate,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,18.96,2,0.0,7.584,4,No Discount,18.96,0.4,September,3,Thursday,2016,No
Standard Class,Consumer,Columbus,Ohio,43229,East,Furniture,Furnishings,396.92,5,0.2,148.845,4,11-20%,317.536,0.375,July,3,Friday,2017,No
Standard Class,Consumer,Los Angeles,California,90049,West,Office Supplies,Storage,728.82,9,0.0,29.1528,7,No Discount,728.82,0.04,August,3,Friday,2015,No
Second Class,Consumer,Columbus,Ohio,43229,East,Furniture,Chairs,909.72,6,0.3,-51.984,2,21-30%,636.804,-0.057142857,December,4,Monday,2014,Yes
Standard Class,Consumer,Seattle,Washington,98103,West,Furniture,Chairs,42.624,2,0.2,4.2624,5,11-20%,34.0992,0.1,May,2,Monday,2017,No
Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,312.03,3,0.0,43.6842,7,No Discount,312.03,0.14,August,3,Monday,2016,No
Standard Class,Consumer,Miami,Florida,33178,South,Office Supplies,Binders,121.104,6,0.7,-100.92,5,41-100%,36.3312,-0.833333333,November,4,Friday,2015,No
Standard Class,Consumer,Houston,Texas,77036,Central,Technology,Phones,19.136,2,0.2,1.9136,4,11-20%,15.3088,0.1,May,2,Monday,2016,No
First Class,Consumer,New York City,New York,10035,East,Office Supplies,Paper,46.76,7,0.0,22.4448,2,No Discount,46.76,0.48,November,4,Monday,2017,No
Standard Class,Consumer,Pasadena,California,91104,West,Office Supplies,Storage,671.93,7,0.0,20.1579,5,No Discount,671.93,0.03,September,3,Monday,2015,Yes
Standard Class,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Storage,2079.4,5,0.0,582.232,6,No Discount,2079.4,0.28,December,4,Friday,2016,No
Standard Class,Corporate,Fort Worth,Texas,76106,Central,Office Supplies,Art,9.328,1,0.2,0.8162,4,11-20%,7.4624,0.0875,December,4,Friday,2016,No
Second Class,Corporate,Los Angeles,California,90032,West,Office Supplies,Appliances,90.86,7,0.0,26.3494,2,No Discount,90.86,0.29,March,1,Saturday,2017,No
Standard Class,Consumer,Jackson,Michigan,49201,Central,Office Supplies,Binders,46.8,4,0.0,21.06,4,No Discount,46.8,0.45,May,2,Sunday,2014,No
First Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,6.48,4,0.7,-4.752,2,41-100%,1.944,-0.733333333,July,3,Saturday,2015,No
Standard Class,Corporate,Los Angeles,California,90049,West,Furniture,Furnishings,24.4,2,0.0,10.248,5,No Discount,24.4,0.42,September,3,Friday,2015,No
Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.182,1,0.8,-3.6003,5,41-100%,0.4364,-1.65,May,2,Tuesday,2016,No
First Class,Consumer,Inglewood,California,90301,West,Office Supplies,Storage,29.79,3,0.0,8.6391,1,No Discount,29.79,0.29,December,4,Friday,2017,No
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,38.88,6,0.0,18.6624,4,No Discount,38.88,0.48,November,4,Friday,2017,No
Standard Class,Corporate,San Diego,California,92105,West,Office Supplies,Binders,30.96,2,0.2,10.062,5,11-20%,24.768,0.325,February,1,Thursday,2017,No
Standard Class,Consumer,Fresno,California,93727,West,Office Supplies,Paper,5.98,1,0.0,2.691,5,No Discount,5.98,0.45,August,3,Saturday,2014,No
Second Class,Consumer,Lafayette,Louisiana,70506,South,Technology,Phones,29.16,3,0.0,8.4564,4,No Discount,29.16,0.29,February,1,Friday,2017,No
Second Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Storage,97.984,2,0.2,-24.496,2,11-20%,78.3872,-0.25,November,4,Sunday,2016,No
Standard Class,Consumer,Plano,Texas,75023,Central,Office Supplies,Storage,509.488,7,0.2,-127.372,4,11-20%,407.5904,-0.25,June,2,Friday,2014,No
First Class,Consumer,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692,1,No Discount,209.93,0.44,July,3,Thursday,2015,No
Standard Class,Consumer,Las Vegas,Nevada,89115,West,Office Supplies,Binders,45.584,11,0.2,16.5242,6,11-20%,36.4672,0.3625,September,3,Sunday,2015,No
Standard Class,Corporate,Fort Worth,Texas,76106,Central,Office Supplies,Paper,9.392,2,0.2,3.2872,4,11-20%,7.5136,0.35,December,4,Friday,2016,No
Standard Class,Consumer,New York City,New York,10035,East,Furniture,Chairs,579.528,4,0.1,83.7096,7,0-10%,521.5752,0.144444444,September,3,Monday,2014,No
Standard Class,Corporate,Plantation,Florida,33317,South,Technology,Phones,100.792,1,0.2,10.0792,7,11-20%,80.6336,0.1,November,4,Thursday,2015,No
Standard Class,Consumer,New Rochelle,New York,10801,East,Furniture,Chairs,631.782,2,0.1,140.396,7,0-10%,568.6038,0.222222222,September,3,Sunday,2016,No
Standard Class,Consumer,Fort Worth,Texas,76106,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928,5,41-100%,26.4448,-1.275,May,2,Sunday,2014,No
First Class,Corporate,Arlington,Virginia,22204,South,Office Supplies,Storage,56.45,5,0.0,14.677,2,No Discount,56.45,0.26,February,1,Monday,2016,No
Second Class,Corporate,Los Angeles,California,90045,West,Furniture,Chairs,184.752,3,0.2,-20.7846,2,11-20%,147.8016,-0.1125,March,1,Sunday,2015,No
First Class,Corporate,Santa Barbara,California,93101,West,Furniture,Chairs,362.136,3,0.2,-54.3204,2,11-20%,289.7088,-0.15,October,4,Saturday,2015,No
Second Class,Consumer,Seattle,Washington,98103,West,Furniture,Chairs,435.168,4,0.2,-59.8356,2,11-20%,348.1344,-0.1375,January,1,Saturday,2016,No
Standard Class,Consumer,Alexandria,Virginia,22304,South,Office Supplies,Storage,24.56,2,0.0,6.8768,7,No Discount,24.56,0.28,December,4,Friday,2014,No
First Class,Home Office,Richmond,Virginia,23223,South,Office Supplies,Storage,315.2,4,0.0,6.304,2,No Discount,315.2,0.02,October,4,Monday,2014,No
Standard Class,Consumer,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,125.88,6,0.0,60.4224,4,No Discount,125.88,0.48,August,3,Saturday,2017,No
Same Day,Consumer,Seattle,Washington,98103,West,Furniture,Chairs,167.888,7,0.2,14.6902,0,11-20%,134.3104,0.0875,March,1,Tuesday,2016,No
Second Class,Consumer,Sandy Springs,Georgia,30328,South,Office Supplies,Art,35.97,3,0.0,9.7119,2,No Discount,35.97,0.27,June,2,Thursday,2016,No
Second Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Art,13.89,3,0.0,4.5837,2,No Discount,13.89,0.33,September,3,Tuesday,2016,No
Standard Class,Corporate,Lakewood,New Jersey,8701,East,Furniture,Furnishings,9.96,2,0.0,3.2868,4,No Discount,9.96,0.33,April,2,Saturday,2016,No
Second Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Storage,53.424,3,0.2,4.6746,5,11-20%,42.7392,0.0875,December,4,Saturday,2014,No
First Class,Corporate,Columbus,Ohio,43229,East,Technology,Phones,59.97,5,0.4,-11.994,3,31-40%,35.982,-0.2,February,1,Thursday,2017,No
Standard Class,Consumer,Houston,Texas,77095,Central,Office Supplies,Paper,16.448,2,0.2,5.5512,4,11-20%,13.1584,0.3375,January,1,Friday,2014,No
Same Day,Consumer,Amarillo,Texas,79109,Central,Office Supplies,Paper,28.352,1,0.2,9.5688,0,11-20%,22.6816,0.3375,October,4,Saturday,2016,No
Standard Class,Consumer,Miami,Florida,33180,South,Office Supplies,Binders,62.88,4,0.7,-50.304,7,41-100%,18.864,-0.8,November,4,Friday,2015,No
First Class,Corporate,Tempe,Arizona,85281,West,Office Supplies,Fasteners,4.672,2,0.2,1.46,3,11-20%,3.7376,0.3125,October,4,Thursday,2014,No
Standard Class,Consumer,Brentwood,California,94513,West,Technology,Phones,319.968,4,0.2,35.9964,5,11-20%,255.9744,0.1125,December,4,Monday,2014,No
Standard Class,Corporate,Wilmington,Delaware,19805,East,Office Supplies,Labels,9.96,2,0.0,4.5816,6,No Discount,9.96,0.46,November,4,Wednesday,2014,No
Second Class,Consumer,Grove City,Ohio,43123,East,Technology,Phones,119.94,10,0.4,15.992,3,31-40%,71.964,0.133333333,November,4,Tuesday,2017,No
Second Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Paper,62.016,2,0.2,22.4808,3,11-20%,49.6128,0.3625,June,2,Tuesday,2014,No
Standard Class,Consumer,Glendale,Arizona,85301,West,Technology,Accessories,95.976,3,0.2,-10.7973,6,11-20%,76.7808,-0.1125,August,3,Friday,2014,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,631.176,4,0.7,-462.8624,7,41-100%,189.3528,-0.733333333,December,4,Saturday,2017,No
Same Day,Home Office,Long Beach,California,90805,West,Office Supplies,Envelopes,22.18,2,0.0,10.8682,1,No Discount,22.18,0.49,September,3,Monday,2017,No
Standard Class,Corporate,Coachella,California,92236,West,Office Supplies,Storage,63.56,2,0.0,3.178,5,No Discount,63.56,0.05,November,4,Thursday,2017,No
Standard Class,Home Office,Dallas,Texas,75081,Central,Office Supplies,Binders,5.792,2,0.8,-9.5568,4,41-100%,1.1584,-1.65,June,2,Friday,2015,No
First Class,Consumer,Dallas,Texas,75081,Central,Office Supplies,Binders,30.96,8,0.8,-52.632,3,41-100%,6.192,-1.7,August,3,Friday,2014,No
Standard Class,Consumer,San Francisco,California,94122,West,Office Supplies,Storage,150.66,9,0.0,6.0264,7,No Discount,150.66,0.04,April,2,Sunday,2016,No
Standard Class,Consumer,Austin,Texas,78745,Central,Office Supplies,Paper,223.056,9,0.2,69.705,6,11-20%,178.4448,0.3125,November,4,Sunday,2017,No
Standard Class,Consumer,Tucson,Arizona,85705,West,Furniture,Furnishings,206.112,6,0.2,48.9516,5,11-20%,164.8896,0.2375,December,4,Sunday,2015,No
Second Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Envelopes,109.69,7,0.0,51.5543,5,No Discount,109.69,0.47,December,4,Monday,2016,No
Standard Class,Corporate,Dallas,Texas,75220,Central,Office Supplies,Paper,31.104,6,0.2,11.2752,5,11-20%,24.8832,0.3625,July,3,Wednesday,2017,No
Standard Class,Corporate,Jackson,Michigan,49201,Central,Furniture,Tables,1568.61,9,0.0,329.4081,4,No Discount,1568.61,0.21,November,4,Friday,2016,Yes
Second Class,Consumer,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,20.0,4,0.0,9.6,5,No Discount,20.0,0.48,November,4,Thursday,2016,No
Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,39.98,2,0.0,13.5932,4,No Discount,39.98,0.34,December,4,Monday,2017,No
Standard Class,Corporate,New York City,New York,10009,East,Office Supplies,Paper,13.08,2,0.0,6.0168,4,No Discount,13.08,0.46,May,2,Monday,2016,No
Standard Class,Corporate,New York City,New York,10035,East,Office Supplies,Paper,144.12,3,0.0,69.1776,7,No Discount,144.12,0.48,August,3,Sunday,2015,No
Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Storage,14.9,5,0.0,1.043,6,No Discount,14.9,0.07,September,3,Thursday,2015,No
First Class,Consumer,Greeley,Colorado,80634,West,Furniture,Furnishings,11.664,3,0.2,3.3534,3,11-20%,9.3312,0.2875,April,2,Sunday,2017,No
Second Class,Consumer,Los Angeles,California,90008,West,Office Supplies,Paper,42.8,10,0.0,19.26,3,No Discount,42.8,0.45,November,4,Sunday,2015,No
First Class,Consumer,San Diego,California,92037,West,Office Supplies,Appliances,13.97,1,0.0,3.6322,2,No Discount,13.97,0.26,December,4,Wednesday,2014,Yes
Same Day,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Paper,6.672,1,0.2,2.502,0,11-20%,5.3376,0.375,October,4,Friday,2017,No
Second Class,Consumer,Salt Lake City,Utah,84106,West,Office Supplies,Binders,295.056,9,0.2,106.9578,2,11-20%,236.0448,0.3625,September,3,Friday,2017,No
Standard Class,Consumer,San Antonio,Texas,78207,Central,Office Supplies,Binders,16.784,4,0.8,-26.8544,4,41-100%,3.3568,-1.6,July,3,Saturday,2014,No
Standard Class,Corporate,Tampa,Florida,33614,South,Office Supplies,Art,172.704,6,0.2,10.794,4,11-20%,138.1632,0.0625,May,2,Friday,2015,No
Standard Class,Corporate,Columbus,Indiana,47201,Central,Technology,Accessories,1.98,2,0.0,0.891,4,No Discount,1.98,0.45,October,4,Wednesday,2014,No
Same Day,Corporate,Clinton,Maryland,20735,East,Office Supplies,Storage,89.82,6,0.0,25.1496,0,No Discount,89.82,0.28,March,1,Tuesday,2015,No
First Class,Home Office,Knoxville,Tennessee,37918,South,Office Supplies,Binders,27.36,3,0.7,-21.888,3,41-100%,8.208,-0.8,October,4,Monday,2017,No
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Binders,13.904,2,0.2,4.5188,7,11-20%,11.1232,0.325,November,4,Friday,2017,No
Standard Class,Home Office,Elmhurst,Illinois,60126,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549,5,11-20%,184.3008,-0.2125,April,2,Monday,2016,No
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232,4,11-20%,472.2816,0.35,December,4,Thursday,2015,No
Standard Class,Home Office,San Antonio,Texas,78207,Central,Furniture,Tables,206.962,2,0.3,-32.5226,5,21-30%,144.8734,-0.157142857,November,4,Sunday,2015,No
Standard Class,Consumer,Fairfield,Ohio,45014,East,Office Supplies,Paper,3.816,1,0.2,1.1925,6,11-20%,3.0528,0.3125,July,3,Wednesday,2017,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,1080.096,6,0.2,-94.5084,5,11-20%,864.0768,-0.0875,November,4,Wednesday,2014,No
Standard Class,Corporate,San Francisco,California,94122,West,Furniture,Tables,698.352,3,0.2,-17.4588,5,11-20%,558.6816,-0.025,July,3,Saturday,2014,No
Standard Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Art,28.91,7,0.0,8.673,4,No Discount,28.91,0.3,July,3,Saturday,2017,No
First Class,Corporate,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,15.66,5,0.7,-12.528,2,41-100%,4.698,-0.8,January,1,Monday,2017,No
First Class,Consumer,Providence,Rhode Island,2908,East,Office Supplies,Paper,16.9,5,0.0,7.774,2,No Discount,16.9,0.46,September,3,Thursday,2017,No
First Class,Consumer,Clifton,New Jersey,7011,East,Furniture,Furnishings,254.9,5,0.0,76.47,3,No Discount,254.9,0.3,September,3,Wednesday,2014,No
Standard Class,Home Office,Springfield,Ohio,45503,East,Technology,Accessories,178.92,7,0.2,-29.0745,4,11-20%,143.136,-0.1625,November,4,Thursday,2016,No
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10,0.2,33.831,2,11-20%,80.192,0.3375,August,3,Tuesday,2016,No
Standard Class,Consumer,Orlando,Florida,32839,South,Office Supplies,Art,55.984,2,0.2,4.1988,4,11-20%,44.7872,0.075,November,4,Friday,2017,No
First Class,Home Office,New York City,New York,10011,East,Office Supplies,Appliances,207.48,1,0.0,62.244,2,No Discount,207.48,0.3,September,3,Thursday,2016,No
Second Class,Home Office,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2,No Discount,12.96,0.48,September,3,Sunday,2015,No
Standard Class,Corporate,New York City,New York,10035,East,Office Supplies,Supplies,10.95,3,0.0,3.285,4,No Discount,10.95,0.3,April,2,Friday,2016,No
Second Class,Corporate,Henderson,Kentucky,42420,South,Office Supplies,Binders,60.64,4,0.0,27.8944,3,No Discount,60.64,0.46,December,4,Thursday,2015,Yes
Second Class,Consumer,Vineland,New Jersey,8360,East,Office Supplies,Labels,6.16,2,0.0,2.9568,2,No Discount,6.16,0.48,May,2,Friday,2017,No
Standard Class,Corporate,Springfield,Ohio,45503,East,Furniture,Furnishings,25.984,1,0.2,-3.8976,4,11-20%,20.7872,-0.15,August,3,Friday,2015,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,394.816,4,0.2,93.7688,5,11-20%,315.8528,0.2375,December,4,Saturday,2016,No
First Class,Home Office,Richmond,Kentucky,40475,South,Office Supplies,Labels,30.0,8,0.0,14.4,2,No Discount,30.0,0.48,October,4,Monday,2017,No
Second Class,Consumer,El Paso,Texas,79907,Central,Office Supplies,Storage,372.144,3,0.2,27.9108,2,11-20%,297.7152,0.075,January,1,Monday,2017,No
Second Class,Consumer,Cranston,Rhode Island,2920,East,Office Supplies,Art,49.25,5,0.0,18.715,2,No Discount,49.25,0.38,October,4,Friday,2014,No
Second Class,Corporate,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.476,1,0.8,-2.2878,4,41-100%,0.2952,-1.55,April,2,Saturday,2015,No
Standard Class,Consumer,Huntsville,Texas,77340,Central,Technology,Phones,239.976,3,0.2,17.9982,4,11-20%,191.9808,0.075,April,2,Monday,2015,No
